year,titre,Oscar,Duration,GG,DGA,PGA,SAG,BAFTA,Notes TMDB,Release Quarter,imdbID,NotesIMDb,NotesRottenTomatoes,NotesMetacritic,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Fantasy,History,Holiday,Horror,Kids & family,Lgbtq+,Musical,Mystery & thriller,Romance,Sci-fi,War,Western,Nommination Bafta,Nommination SAG,Nommination PGA,Nommination DGA,Nommination GG
1949,A Letter to Three Wives,0,1h 37m,0,1,0,0,0,7.2,1,tt0041587,7.7,95.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1949,Twelve O'Clock High,0,,0,0,0,0,0,7.1,4,tt0041996,7.7,96.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,All about Eve,1,,0,0,0,0,0,8.114,4,tt0042192,8.2,99.0,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,Born Yesterday,0,1h 30m,1,0,0,0,0,7.2,4,tt0042276,7.5,97.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1950,Father of the Bride,0,15m,0,0,0,0,0,6.457,4,tt0042451,7.1,90.0,76.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,King Solomon's Mines,0,,1,0,0,0,0,5.477,4,tt0042646,6.7,93.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1950,Sunset Blvd.,0,,0,0,0,0,0,0.0,4,tt0043014,8.4,98.0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,An American in Paris,1,1h 53m,0,0,0,0,0,7.021,3,tt0043278,7.2,95.0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1951,Decision before Dawn,0,1h 59m,0,0,0,0,0,6.7,4,tt0043459,7.2,100.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1951,A Place in the Sun,0,1h 29m,0,0,0,0,0,7.317,2,tt0043924,7.7,82.0,76.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,Quo Vadis,0,1h 23m,0,0,0,0,0,7.636,1,tt0043949,7.1,83.0,65.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,A Streetcar Named Desire,0,2h 2m,0,0,0,0,0,7.6,3,tt0044081,7.9,97.0,97.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1952,The Greatest Show on Earth,1,,0,0,0,0,0,6.281,1,tt0044672,6.5,50.0,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,High Noon,0,1h 30m,1,0,0,0,0,7.698,2,tt0044706,8.0,94.0,89.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1952,Ivanhoe,0,55m,0,0,0,0,0,6.785,3,tt0044760,6.7,79.0,75.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1952,Moulin Rouge,0,1h 59m,1,0,0,0,0,7.572,2,tt0044926,7.0,73.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1952,The Quiet Man,0,,0,1,0,0,0,7.317,3,tt0045061,7.7,91.0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1953,From Here to Eternity,1,4h 51m,1,1,0,0,0,7.302,3,tt0045793,7.6,88.0,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1953,Julius Caesar,0,4h 0m,0,0,0,0,0,6.7,4,tt0045943,7.2,96.0,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1953,The Robe,0,,0,0,0,0,0,6.8,3,tt0046247,6.7,38.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,Roman Holiday,0,1h 59m,1,0,0,0,0,7.885,3,tt0046250,8.0,95.0,78.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
1953,Shane,0,1h 58m,0,0,0,0,0,7.4,2,tt0046303,7.6,97.0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1954,The Caine Mutiny,0,,0,0,0,0,0,7.2,2,tt0046816,7.7,93.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1954,The Country Girl,0,,0,0,0,0,0,6.887,4,tt0046874,7.2,75.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,On the Waterfront,1,1h 48m,1,1,0,0,0,7.9,2,tt0047296,8.1,99.0,91.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1954,Seven Brides for Seven Brothers,0,1h 43m,1,0,0,0,0,7.215,3,tt0047472,7.3,89.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1954,Three Coins in the Fountain,0,1h 42m,0,0,0,0,0,5.963,2,tt0047580,6.3,60.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1955,Love Is a Many-Splendored Thing,0,,0,0,0,0,0,6.019,3,tt0048316,6.4,53.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,Marty,1,1h 31m,1,0,0,0,0,7.473,2,tt0048356,7.7,96.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1955,Mister Roberts,0,,0,0,0,0,0,7.058,3,tt0048380,7.6,93.0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,Picnic,0,1h 55m,1,0,0,0,0,6.4,4,tt0048491,7.0,50.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1955,The Rose Tattoo,0,,0,0,0,0,0,7.0,4,tt0048563,6.9,63.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Around the World in 80 Days,1,1h 59m,1,0,0,0,0,5.919,2,tt0048960,6.7,72.0,69.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
